filename	unknown	tokens	lines
wiki-337	10069	91226	91418
wiki-3370	10493	93149	93701
wiki-3371	10544	90686	91400
wiki-3372	9846	86579	87373
wiki-3373	10341	90739	91389
wiki-3374	10249	89986	90718
wiki-3375	10417	90153	90985
wiki-3376	10612	90638	91366
wiki-3377	10740	90633	91391
wiki-3378	11000	93580	94216
wiki-3379	10517	91137	91711
wiki-338	10067	93687	93873
wiki-3380	10296	88598	89220
wiki-3381	10154	90412	91222
wiki-3382	10428	89439	90447
wiki-3383	10052	89951	90717
wiki-3384	10379	91438	92148
wiki-3385	9833	89726	90472
wiki-3386	10247	89854	90662
wiki-3387	10179	89182	90070
wiki-3388	10504	90587	91097
wiki-3389	10571	90141	90749
wiki-339	9717	91044	91232
wiki-3390	10500	90286	90880
wiki-3391	10581	87770	88768
wiki-3392	9843	88557	89335
wiki-3393	11013	88514	89356
wiki-3394	10119	90373	91021
wiki-3395	10684	90619	91355
wiki-3396	10274	90846	91508
wiki-3397	10415	91038	91760
wiki-3398	9835	88212	88844
wiki-3399	10486	89943	90627
wiki-34	7656	89371	89593
wiki-340	9109	87219	87369
wiki-3400	10406	91368	91932
wiki-3401	10202	90417	90943
wiki-3402	10393	90338	90962
wiki-3403	10030	89814	90542
wiki-3404	10804	90439	90989
wiki-3405	10200	90005	90553
wiki-3406	10196	89187	89921
wiki-3407	10493	90375	91121
wiki-3408	10597	90089	90719
wiki-3409	10656	90084	90658
wiki-341	10273	91684	91916
wiki-3410	10551	89895	90437
wiki-3411	10899	90835	91489
wiki-3412	10915	93106	93820
wiki-3413	9991	91727	92453
wiki-3414	9949	90689	91245
wiki-3415	10863	91542	92110
wiki-3416	10371	90719	91405
wiki-3417	9933	90683	91323
wiki-3418	11194	90943	91621
wiki-3419	9872	88648	89416
wiki-342	9553	90344	90518
wiki-3420	10196	91208	91826
wiki-3421	10391	91218	91648
wiki-3422	10332	91034	91602
wiki-3423	10344	90889	91507
wiki-3424	10368	89755	90457
wiki-3425	10971	91798	92458
wiki-3426	10676	92282	92992
wiki-3427	10992	84496	85640
wiki-3428	10754	90657	91359
wiki-3429	10792	90916	91550
wiki-343	10143	83884	84138
wiki-3430	10669	91092	91502
wiki-3431	10660	91124	91764
wiki-3432	10048	90838	91660
wiki-3433	10818	90871	91517
wiki-3434	10485	90693	91349
wiki-3435	10173	89291	90003
wiki-3436	10965	90896	91570
wiki-3437	10444	91298	92028
wiki-3438	10295	89551	90389
wiki-3439	10624	90112	90930
wiki-344	11100	91269	91507
wiki-3440	10639	90171	90853
wiki-3441	10420	91045	91975
wiki-3442	10320	89859	90603
wiki-3443	10279	88817	89687
wiki-3444	10281	90369	91195
wiki-3445	10376	85595	86591
wiki-3446	9872	88954	89720
wiki-3447	9712	89361	90203
wiki-3448	10286	91355	92071
wiki-3449	9753	88487	89225
wiki-345	9255	89808	90078
wiki-3450	10623	88815	89677
wiki-3451	9680	83657	84393
wiki-3452	10063	89555	90441
wiki-3453	9590	89386	90084
wiki-3454	11010	92986	93664
wiki-3455	10874	88698	89640
wiki-3456	10368	91115	91843
wiki-3457	12450	92979	93571
wiki-3458	11322	90116	90882
wiki-3459	10148	90315	90949
wiki-346	10113	90454	90636
wiki-3460	10736	90533	91249
wiki-3461	10168	88152	88938
wiki-3462	9973	90792	91502
wiki-3463	11230	91527	92239
wiki-3464	10773	91019	91731
wiki-3465	10639	91492	92168
wiki-3466	10536	89617	90507
wiki-3467	11224	91491	92181
wiki-3468	11007	89416	90202
wiki-3469	11128	90677	91343
wiki-347	9784	90498	90708
wiki-3470	10360	89983	90769
wiki-3471	10669	90218	90942
wiki-3472	11269	92963	93463
wiki-3473	10300	90267	90827
wiki-3474	9857	90516	91066
wiki-3475	10838	92012	92712
wiki-3476	10327	91896	92554
wiki-3477	10018	91410	92022
wiki-3478	9906	88984	89722
wiki-3479	9800	89480	90316
wiki-348	10687	91383	91689
wiki-3480	10732	94135	94775
wiki-3481	10756	92188	92792
wiki-3482	11041	92859	93385
wiki-3483	10659	90222	91128
wiki-3484	10958	91287	92091
wiki-3485	10681	91399	91973
wiki-3486	10744	90642	91370
wiki-3487	9558	86234	86742
wiki-3488	10175	90336	90940
wiki-3489	10788	91833	92539
wiki-349	11091	91299	91413
wiki-3490	10651	89576	90338
wiki-3491	10492	90583	91223
wiki-3492	10914	91547	92191
wiki-3493	9883	90911	91489
wiki-3494	10641	90892	91632
wiki-3495	10806	88142	88802
wiki-3496	10793	92170	92904
wiki-3497	10432	91514	92152
wiki-3498	10319	91378	92102
wiki-3499	10532	89545	90183
wiki-35	7867	87670	87840
wiki-350	10459	93733	93949
wiki-3500	9724	91245	91821
wiki-3501	10163	89127	89691
wiki-3502	10577	92717	93407
wiki-3503	9717	90463	90953
wiki-3504	11044	92275	92993
wiki-3505	11144	94035	94641
wiki-3506	11169	92552	93088
wiki-3507	10600	90617	91327
wiki-3508	10182	92462	92988
wiki-3509	10489	91567	92205
wiki-351	8329	87050	87232
wiki-3510	10626	90653	91481
wiki-3511	10609	91666	92378
wiki-3512	9959	90318	91042
wiki-3513	10303	91506	92244
wiki-3514	11078	92073	92743
wiki-3515	10177	89407	90105
wiki-3516	10655	89888	90728
wiki-3517	10418	89628	90414
wiki-3518	10226	89767	90409
wiki-3519	10011	89825	90451
wiki-352	9330	91197	91387
wiki-3520	10418	90496	91114
wiki-3521	10004	89845	90581
wiki-3522	10376	90907	91625
wiki-3523	10716	91623	92263
wiki-3524	10960	92070	92658
wiki-3525	10478	90974	91516
wiki-3526	10254	89868	90532
wiki-3527	10809	89716	90350
wiki-3528	10446	90770	91554
wiki-3529	10380	90614	91178
wiki-353	9600	88501	88787
wiki-3530	10305	88150	88666
wiki-3531	11485	92124	92642
wiki-3532	9950	90239	91041
wiki-3533	10036	89893	90609
wiki-3534	10281	87648	88330
wiki-3535	10347	90953	91513
wiki-3536	10497	91149	91579
wiki-3537	10120	90616	91352
wiki-3538	10411	89364	90098
wiki-3539	10328	90411	90999
wiki-354	9804	87695	87977
wiki-3540	10325	89344	90330
wiki-3541	10291	91298	91914
wiki-3542	10898	90588	91176
wiki-3543	10492	91047	91725
wiki-3544	10570	90587	91143
wiki-3545	9827	88737	89349
wiki-3546	10342	89947	90635
wiki-3547	11272	90950	91588
wiki-3548	10815	89757	90403
wiki-3549	10796	89761	90389
wiki-355	9727	89768	90102
wiki-3550	9773	87004	87586
wiki-3551	10450	92500	93036
wiki-3552	10521	92000	92638
wiki-3553	11384	91209	91803
wiki-3554	10666	89033	89659
wiki-3555	10464	90666	91230
wiki-3556	10564	91357	91985
wiki-3557	10051	89901	90499
wiki-3558	11374	92673	93147
wiki-3559	11136	95322	95846
wiki-356	8488	78630	78778
wiki-3560	11187	90735	91337
wiki-3561	10586	91013	91647
wiki-3562	10768	89867	90525
wiki-3563	10766	89373	90053
wiki-3564	10408	91412	92008
wiki-3565	10585	91619	92217
wiki-3566	10962	91789	92387
wiki-3567	11180	91438	92164
wiki-3568	10344	87686	88234
wiki-3569	10876	93274	93796
wiki-357	9754	91302	91444
wiki-3570	10160	90090	90766
wiki-3571	10720	90956	91602
wiki-3572	10350	89820	90402
wiki-3573	10466	91300	91842
wiki-3574	10887	90332	90872
wiki-3575	10635	89038	89572
wiki-3576	11232	94030	94500
wiki-3577	9890	91013	91651
wiki-3578	10831	91275	91887
wiki-3579	10672	90388	91004
wiki-358	11430	94545	94791
wiki-3580	10617	91426	92098
wiki-3581	10666	92068	92638
wiki-3582	10632	91410	91952
wiki-3583	10917	92202	92844
wiki-3584	11458	91895	92503
wiki-3585	10591	91109	91629
wiki-3586	10802	90231	90861
wiki-3587	10543	91379	92039
wiki-3588	10830	91289	91929
wiki-3589	11305	91065	91693
wiki-359	10521	91004	91206
wiki-3590	10967	90065	90707
wiki-3591	10716	90639	91361
wiki-3592	11535	91485	92015
wiki-3593	10902	90791	91347
wiki-3594	10366	88190	88790
wiki-3595	10861	89492	90120
wiki-3596	10876	90572	91112
wiki-3597	11378	90191	90951
wiki-3598	10793	90570	91210
wiki-3599	9844	89981	90429
wiki-36	7505	83389	83517
wiki-360	10352	93211	93419
wiki-3600	10281	91083	91677
wiki-3601	10332	90162	90842
wiki-3602	10456	89821	90715
wiki-3603	11298	92504	93166
wiki-3604	9855	89359	90103
wiki-3605	10377	90033	90737
wiki-3606	10388	90036	90810
wiki-3607	10320	92146	92760
wiki-3608	10776	90350	91060
wiki-3609	10194	89293	89805
wiki-361	9901	91730	91940
wiki-3610	10640	90836	91454
wiki-3611	11067	90141	90745
wiki-3612	10844	90291	90825
wiki-3613	10803	91741	92357
wiki-3614	11302	91702	92260
wiki-3615	10503	89513	89923
wiki-3616	10636	90960	91544
wiki-3617	12003	91716	92306
wiki-3618	10341	90043	90609
wiki-3619	10615	91001	91585
wiki-362	9052	87513	87885
wiki-3620	10624	91175	91729
wiki-3621	10776	88436	89082
wiki-3622	10730	88939	89543
wiki-3623	10198	89932	90468
wiki-3624	11000	90106	90694
wiki-3625	10127	86434	87140
wiki-3626	10258	90157	90873
wiki-3627	10558	91234	91736
wiki-3628	10804	90391	90933
wiki-3629	11480	92282	92932
wiki-363	8918	91609	91799
wiki-3630	11051	90667	91491
wiki-3631	10594	91809	92311
wiki-3632	10525	90642	91258
wiki-3633	10985	90283	90937
wiki-3634	10704	92056	92526
wiki-3635	11318	92722	93280
wiki-3636	10384	88632	89296
wiki-3637	12413	96223	96703
wiki-3638	10344	91006	91580
wiki-3639	10264	91256	91878
wiki-364	9354	92500	92712
wiki-3640	10290	89169	89841
wiki-3641	10804	91282	91872
wiki-3642	10523	91603	92245
wiki-3643	10412	92839	93365
wiki-3644	10633	89039	89607
wiki-3645	10447	91065	91593
wiki-3646	11050	91283	91815
wiki-3647	11031	91681	92289
wiki-3648	10241	90204	90814
wiki-3649	10316	85102	85782
wiki-365	9421	95949	96201
wiki-3650	9427	90256	90812
wiki-3651	10459	89857	90511
wiki-3652	10819	88494	89042
wiki-3653	10750	91165	91811
wiki-3654	11087	90278	90862
wiki-3655	11037	89773	90415
wiki-3656	12195	92025	92557
wiki-3657	9987	90945	91549
wiki-3658	11509	90200	90950
wiki-3659	10112	90363	90971
wiki-366	8881	93661	94073
wiki-3660	10667	90836	91514
wiki-3661	10215	90069	90709
wiki-3662	11561	92879	93541
wiki-3663	10839	92452	93006
wiki-3664	10230	90989	91641
wiki-3665	10643	90705	91313
wiki-3666	10935	82728	83272
wiki-3667	13931	95488	96016
wiki-3668	11799	93196	93778
wiki-3669	10428	91978	92550
wiki-367	8848	94471	94889
wiki-3670	10684	91500	92152
wiki-3671	10669	90265	90847
wiki-3672	9961	88922	89550
wiki-3673	10349	91179	91705
wiki-3674	10836	89757	90375
wiki-3675	9813	88392	89016
wiki-3676	11208	91905	92539
wiki-3677	10664	90941	91547
wiki-3678	11588	91226	91992
wiki-3679	10729	90391	91259
wiki-368	8914	94525	94995
wiki-3680	10551	91359	91985
wiki-3681	9642	87410	87870
wiki-3682	10478	91843	92523
wiki-3683	10348	92571	93263
wiki-3684	10772	93958	94540
wiki-3685	10646	93725	94353
wiki-3686	8194	68252	68738
wiki-3687	9150	87673	88063
wiki-3688	10852	91487	92101
wiki-3689	10062	88973	89443
wiki-369	8599	93174	93608
wiki-3690	11125	92547	93135
wiki-3691	11196	91533	92127
wiki-3692	10889	91926	92544
wiki-3693	11129	91165	91719
wiki-3694	9765	89425	90039
wiki-3695	10863	90153	90827
wiki-3696	11149	90270	90850
wiki-3697	10677	90170	90642
wiki-3698	10690	91930	92574
wiki-3699	10711	90603	91201
wiki-37	9597	90143	90253
wiki-370	7989	84210	84814
wiki-3700	10591	91451	92237
wiki-3701	9918	90386	90922
wiki-3702	10444	91184	91832
wiki-3703	10014	92468	92900
wiki-3704	10595	92785	93353
wiki-3705	10447	92267	92849
wiki-3706	10807	90452	91082
wiki-3707	11070	92214	92780
wiki-3708	11161	90328	90774
wiki-3709	10655	91190	91890
wiki-371	8504	93561	94123
wiki-3710	9480	90315	90857
wiki-3711	10461	90521	91133
wiki-3712	11488	91819	92343
wiki-3713	11047	91458	92044
wiki-3714	10581	90511	91137
wiki-3715	10352	90286	91010
wiki-3716	10686	90746	91282
wiki-3717	10569	91983	92621
wiki-3718	10653	91603	92199
wiki-3719	11298	90011	90585
wiki-372	8801	92380	93024
wiki-3720	8931	77767	78189
wiki-3721	10314	91215	91509
wiki-3722	10047	90040	90774
wiki-3723	10697	89196	89880
wiki-3724	10918	90767	91433
wiki-3725	10698	89802	90316
wiki-3726	10477	90664	91170
wiki-3727	11012	92209	92879
wiki-3728	10434	91251	91783
wiki-3729	10560	89673	90223
wiki-373	8514	93639	94309
wiki-3730	10472	92274	92848
wiki-3731	10134	90524	91082
wiki-3732	10617	92288	92804
wiki-3733	10767	90116	90772
wiki-3734	10392	90261	90869
wiki-3735	10101	90743	91319
wiki-3736	10137	90353	90941
wiki-3737	10283	90707	91207
wiki-3738	10394	90556	91106
wiki-3739	11260	91673	92269
wiki-374	8814	92660	93476
wiki-3740	10772	89991	90619
wiki-3741	10514	88794	89198
wiki-3742	10454	90974	91514
wiki-3743	10675	90385	91001
wiki-3744	10437	91805	92321
wiki-3745	11163	91002	91646
wiki-3746	9904	91645	92089
wiki-3747	10979	91872	92368
wiki-3748	10110	90561	91187
wiki-3749	10392	90513	91123
wiki-375	9071	93504	94118
wiki-3750	10650	92263	92811
wiki-3751	9639	90980	91560
wiki-3752	10888	91399	91969
wiki-3753	10040	91647	92197
wiki-3754	10164	90898	91480
wiki-3755	9720	90387	90953
wiki-3756	9213	90103	90665
wiki-3757	9777	91999	92627
wiki-3758	9529	89438	89964
wiki-3759	10305	89737	90353
wiki-376	8686	92844	93522
wiki-3760	10287	89959	90463
wiki-3761	9584	91928	92490
wiki-3762	10771	97073	97495
wiki-3763	10116	90856	91360
wiki-3764	10437	90981	91549
wiki-3765	11090	92985	93517
wiki-3766	11406	92304	92960
wiki-3767	10540	91797	92359
wiki-3768	10514	89648	90226
wiki-3769	10943	90935	91525
wiki-377	8949	92854	93546
wiki-3770	10687	88397	88973
wiki-3771	10077	90579	91121
wiki-3772	11203	90780	91374
wiki-3773	10419	91278	91878
wiki-3774	9485	91785	92365
wiki-3775	10446	91032	91610
wiki-3776	9965	90727	91209
wiki-3777	9611	90142	90694
wiki-3778	10334	90805	91375
wiki-3779	10522	91259	91957
wiki-378	8777	91089	91379
wiki-3780	10321	92138	92702
wiki-3781	10860	92004	92568
wiki-3782	10155	92113	92715
wiki-3783	10835	92063	92541
wiki-3784	10197	93083	93693
wiki-3785	10464	92639	93325
wiki-3786	11625	92679	93277
wiki-3787	10437	92779	93415
wiki-3788	10307	92456	92972
wiki-3789	11291	90834	91442
wiki-379	10345	92652	92902
wiki-3790	10408	90415	90925
wiki-3791	11196	92372	92874
wiki-3792	10413	89128	89672
wiki-3793	10441	90915	91429
wiki-3794	11071	90718	91268
wiki-3795	9880	90543	91025
wiki-3796	9725	90264	90800
wiki-3797	10437	89586	90086
wiki-3798	11157	91534	92172
wiki-3799	10427	86730	87184
wiki-38	8251	90099	90283
wiki-380	9430	90398	90620
wiki-3800	9359	89521	90005
wiki-3801	9373	89759	90203
wiki-3802	10683	91246	91780
wiki-3803	10220	90817	91257
wiki-3804	10501	92349	92911
wiki-3805	11298	92280	92818
wiki-3806	10611	90592	91104
wiki-3807	10403	92794	93338
wiki-3808	8439	84908	85432
wiki-3809	8729	93343	93849
wiki-381	10097	91735	91943
wiki-3810	8837	96432	97004
wiki-3811	10283	96640	97208
wiki-3812	9486	93158	93690
wiki-3813	8907	95726	96424
wiki-3814	10195	93752	94348
wiki-3815	8330	93340	93980
wiki-3816	9088	95222	95756
wiki-3817	10002	94916	95472
wiki-3818	9147	94511	95085
wiki-3819	9044	82518	83044
wiki-382	10584	93925	94109
wiki-3820	9400	93680	94322
wiki-3821	9287	92852	93446
wiki-3822	9194	94120	94700
wiki-3823	9945	95331	95949
wiki-3824	9933	90366	91050
wiki-3825	10718	90866	91524
wiki-3826	10450	92332	92850
wiki-3827	10348	90032	90708
wiki-3828	10088	92490	93016
wiki-3829	11080	89734	90348
wiki-383	9137	92183	92393
wiki-3830	11052	91028	91590
wiki-3831	10518	91509	92011
wiki-3832	10334	86082	86792
wiki-3833	9987	90457	90999
wiki-3834	9375	88861	89437
wiki-3835	9077	89704	90152
wiki-3836	10759	90790	91386
wiki-3837	10548	92423	92975
wiki-3838	10014	88563	89031
wiki-3839	9633	90417	90909
wiki-384	10058	90363	90651
wiki-3840	10085	91682	92178
wiki-3841	10650	90921	91521
wiki-3842	10154	89347	89899
wiki-3843	11021	92771	93459
wiki-3844	10971	89960	90494
wiki-3845	10004	89279	89841
wiki-3846	9689	89847	90337
wiki-3847	10021	90844	91230
wiki-3848	9766	89602	90164
wiki-3849	9504	90179	90637
wiki-385	9443	87820	88038
wiki-3850	9749	89046	89562
wiki-3851	10160	89821	90387
wiki-3852	10429	90561	91027
wiki-3853	9496	89065	89623
wiki-3854	10242	90561	91109
wiki-3855	10330	89414	89882
wiki-3856	8761	72497	72997
wiki-3857	10154	89891	90385
wiki-3858	10882	90458	91074
wiki-3859	11110	90044	90664
wiki-386	10257	88832	89106
wiki-3860	9146	75273	75753
wiki-3861	12695	92932	93448
wiki-3862	10717	89891	90475
wiki-3863	10750	91558	91948
wiki-3864	10993	88907	89489
wiki-3865	10849	90082	90740
wiki-3866	10671	89678	90284
wiki-3867	10326	89266	89878
wiki-3868	10860	89488	90134
wiki-3869	10744	91757	92247
wiki-387	8907	90322	90546
wiki-3870	10460	91418	91972
wiki-3871	10649	91487	92081
wiki-3872	10550	90609	91223
wiki-3873	9800	88530	89130
wiki-3874	10734	90897	91395
wiki-3875	9882	88244	88820
wiki-3876	9677	89105	89633
wiki-3877	10086	89251	89713
wiki-3878	9860	89543	90037
wiki-3879	10027	89811	90357
wiki-388	9818	93419	93603
wiki-3880	8982	83905	84245
wiki-3881	10276	86476	87038
wiki-3882	10486	89077	89679
wiki-3883	9595	87971	88495
wiki-3884	10878	92214	92792
wiki-3885	10178	89190	89856
wiki-3886	9973	87851	88429
wiki-3887	10311	88725	89299
wiki-3888	10932	89252	89852
wiki-3889	10380	89472	90094
wiki-389	9607	92919	93127
wiki-3890	10024	90305	90907
wiki-3891	10262	89726	90286
wiki-3892	10119	87543	88083
wiki-3893	10432	89326	90026
wiki-3894	10858	90428	90990
wiki-3895	11228	92448	93004
wiki-3896	9997	87715	88227
wiki-3897	9986	90054	90492
wiki-3898	11076	91163	91665
wiki-3899	9646	90494	90990
wiki-39	8755	86755	87025
wiki-390	10597	91561	91805
wiki-3900	10276	89902	90472
wiki-3901	10130	91136	91626
wiki-3902	10991	89782	90320
wiki-3903	10457	90628	91120
wiki-3904	10464	89942	90656
wiki-3905	10191	90867	91369
wiki-3906	10449	90939	91519
wiki-3907	10066	89581	90059
wiki-3908	10076	89951	90553
wiki-3909	9549	89443	89915
wiki-391	10009	84422	84628
wiki-3910	10623	89236	89898
wiki-3911	10577	90981	91621
wiki-3912	9635	89805	90447
wiki-3913	10727	90022	90664
wiki-3914	10316	90382	90868
wiki-3915	10509	88140	88828
wiki-3916	10516	89214	89888
wiki-3917	10433	90747	91479
wiki-3918	10465	89600	90150
wiki-3919	9680	87721	88255
wiki-392	10269	92483	92703
wiki-3920	10180	88202	88898
wiki-3921	10050	89984	90602
wiki-3922	11212	88405	89019
wiki-3923	9648	88942	89518
wiki-3924	9717	90009	90567
wiki-3925	10296	89381	89889
wiki-3926	10680	90423	91033
wiki-3927	10343	86554	87228
wiki-3928	10539	90211	90793
wiki-3929	10154	86452	86966
wiki-393	8740	90752	90950
wiki-3930	10525	90228	90878
wiki-3931	10655	91392	92030
wiki-3932	10894	90213	90739
wiki-3933	11187	90915	91577
wiki-3934	10356	89305	89921
wiki-3935	10152	89100	89724
wiki-3936	10650	88713	89281
wiki-3937	10688	89913	90535
wiki-3938	10973	90917	91425
wiki-3939	10876	90796	91338
wiki-394	10112	90897	91161
wiki-3940	10987	90783	91331
wiki-3941	10308	85218	85792
wiki-3942	11325	92154	92786
wiki-3943	10805	89060	89638
wiki-3944	9960	91188	91840
wiki-3945	10544	90453	91089
wiki-3946	10953	92775	93301
wiki-3947	11105	91061	91493
wiki-3948	11165	89530	90058
wiki-3949	11643	92845	93357
wiki-395	9324	89354	89570
wiki-3950	10705	89781	90319
wiki-3951	10428	90714	91204
wiki-3952	10584	90576	91042
wiki-3953	10182	91547	92135
wiki-3954	10392	89681	90345
wiki-3955	10871	92587	93141
wiki-3956	10921	91457	91993
wiki-3957	11003	91666	92220
wiki-3958	10724	91275	91941
wiki-3959	10585	93030	93572
wiki-396	9205	91729	91921
wiki-3960	10369	90403	91095
wiki-3961	10809	91530	92166
wiki-3962	10185	89202	90062
wiki-3963	10282	89832	90598
wiki-3964	9752	91698	92516
wiki-3965	10722	89065	89813
wiki-3966	9778	88657	89527
wiki-3967	10060	90804	91522
wiki-3968	10330	88640	89434
wiki-3969	10211	88307	89101
wiki-397	10471	92736	92982
wiki-3970	10536	88942	89740
wiki-3971	10806	88661	89463
wiki-3972	10581	89386	90218
wiki-3973	10492	87669	88343
wiki-3974	10780	91684	92410
wiki-3975	10418	90417	91055
wiki-3976	10430	91318	92030
wiki-3977	10893	92163	92743
wiki-3978	9161	94169	94867
wiki-3979	8630	97127	97773
wiki-398	10294	88586	88862
wiki-3980	9872	91216	91896
wiki-3981	10956	91300	91900
wiki-3982	10862	90191	90801
wiki-3983	10524	91084	91734
wiki-3984	12698	95997	96497
wiki-3985	10623	91059	91611
wiki-3986	10138	89888	90424
wiki-3987	10005	89172	89678
wiki-3988	11334	92929	93547
wiki-3989	11327	91178	91732
wiki-399	10638	91988	92184
wiki-3990	10128	90964	91566
wiki-3991	10512	90092	90690
wiki-3992	10686	91652	92278
wiki-3993	11678	92559	93245
wiki-3994	10590	89524	90100
wiki-3995	11843	88748	89340
wiki-3996	10819	89731	90247
wiki-3997	10752	90747	91385
wiki-3998	10410	88233	88903
wiki-3999	9984	88437	88997
wiki-4	8126	86594	86626
wiki-40	8543	96042	96426
wiki-400	9653	91277	91577
wiki-4000	10586	90485	91023
wiki-4001	11194	92708	93208
wiki-4002	10119	91090	91682
wiki-4003	10537	90016	90852
wiki-4004	10990	91374	92108
wiki-4005	9954	89676	90372
wiki-4006	10083	90649	91313
wiki-4007	11322	89159	89781
wiki-4008	10454	93078	93606
wiki-4009	11118	90681	91289
wiki-401	10039	90359	90619
wiki-4010	10464	88033	88707
wiki-4011	10225	90810	91440
wiki-4012	10326	86546	87168
wiki-4013	10738	89954	90414
wiki-4014	9993	90008	90504
wiki-4015	10772	90968	91588
wiki-4016	10406	89511	90271
wiki-4017	10675	89446	90120
wiki-4018	10691	91206	91792
wiki-4019	10452	90578	91200
wiki-402	10343	93040	93338
wiki-4020	10891	91563	92199
wiki-4021	7310	68587	69095
wiki-4022	10708	92133	92407
wiki-4023	10369	88770	89344
wiki-4024	10449	85690	86188
wiki-4025	10535	91852	92360
wiki-4026	10340	89100	89654
wiki-4027	10831	89222	89728
wiki-4028	10414	89764	90276
wiki-4029	11497	92785	93237
wiki-403	9233	92038	92260
wiki-4030	10722	90933	91547
wiki-4031	10206	91355	91961
wiki-4032	10512	90515	91055
wiki-4033	10676	89617	90401
wiki-4034	10898	90532	91134
wiki-4035	10835	90642	91280
wiki-4036	10947	91185	91683
wiki-4037	10017	88323	88901
wiki-4038	10588	90482	91002
wiki-4039	10396	87021	87419
wiki-404	9152	87644	87882
wiki-4040	10048	88487	88979
wiki-4041	10294	87690	88286
wiki-4042	10731	91809	92371
wiki-4043	10384	90934	91460
wiki-4044	11330	91738	92254
wiki-4045	10656	89859	90411
wiki-4046	9797	91272	91852
wiki-4047	9897	89440	90004
wiki-4048	9881	87535	88059
wiki-4049	10665	89191	89809
wiki-405	9994	91942	92118
wiki-4050	9542	88911	89395
wiki-4051	10260	88386	88930
wiki-4052	10355	88877	89467
wiki-4053	10178	89106	89718
wiki-4054	10438	90408	90994
wiki-4055	9889	90397	91011
wiki-4056	10820	90789	91343
wiki-4057	11121	89746	90388
wiki-4058	10628	92377	92965
wiki-4059	10220	90719	91321
wiki-406	9482	92227	92371
wiki-4060	10501	89223	89819
wiki-4061	10111	89204	89844
wiki-4062	10231	90343	90945
wiki-4063	10262	90418	90950
wiki-4064	10435	88721	89371
wiki-4065	10590	92035	92647
wiki-4066	10612	88865	89451
wiki-4067	10400	87994	88672
wiki-4068	9813	86063	86745
wiki-4069	11282	90834	91456
wiki-407	9953	92808	92962
wiki-4070	9989	90349	91019
wiki-4071	10150	91035	91703
wiki-4072	10640	89814	90398
wiki-4073	11027	90725	91305
wiki-4074	9760	89964	90530
wiki-4075	9200	89090	89666
wiki-4076	9165	86732	87208
wiki-4077	9823	89509	90009
wiki-4078	9421	90296	90948
wiki-4079	10644	88786	89436
wiki-408	9245	92026	92146
wiki-4080	10340	88997	89661
wiki-4081	9710	89068	89738
wiki-4082	10114	88358	89000
wiki-4083	9784	89455	90001
wiki-4084	10265	88648	89268
wiki-4085	10736	89598	90212
wiki-4086	9514	89953	90501
wiki-4087	10996	93411	93935
wiki-4088	10812	89834	90434
wiki-4089	10966	93201	93813
wiki-409	10832	91682	91852
wiki-4090	10216	89810	90288
wiki-4091	10790	90545	91247
wiki-4092	10585	88697	89321
wiki-4093	10747	88702	89316
wiki-4094	10114	90689	91305
wiki-4095	10340	89536	90172
wiki-4096	10350	90341	90897
wiki-4097	10275	90554	91320
wiki-4098	10899	90997	91685
wiki-4099	10009	91173	91901
wiki-41	7742	90209	90827
wiki-410	8821	91237	91365
wiki-4100	9684	89807	90483
wiki-4101	10792	89073	89735
wiki-4102	10684	87062	87790
wiki-4103	10308	89760	90272
wiki-4104	9947	90577	91093
wiki-4105	10323	89585	90283
wiki-4106	9624	90341	90803
wiki-4107	10393	91279	91845
wiki-4108	10082	90626	91176
wiki-4109	10240	88607	89173
wiki-411	9682	92760	92912
wiki-4110	10323	90065	90701
wiki-4111	10226	89426	89960
wiki-4112	11295	93223	93815
wiki-4113	11688	92967	93715
wiki-4114	10821	90999	91563
wiki-4115	10218	90380	91086
wiki-4116	10942	90487	91129
wiki-4117	10480	90519	91139
wiki-4118	11353	92943	93443
wiki-4119	10780	91652	92112
wiki-412	10664	92720	92898
wiki-4120	10883	92330	92942
wiki-4121	10623	91824	92454
wiki-4122	11048	91450	92092
wiki-4123	10415	92562	92992
wiki-4124	11817	91368	91996
wiki-4125	11071	91865	92479
wiki-4126	10599	87679	88305
wiki-4127	10315	89599	90237
wiki-4128	10776	91325	91859
wiki-4129	10742	88502	89110
wiki-413	10184	92080	92382
wiki-4130	10575	88604	89300
wiki-4131	11119	91636	92280
wiki-4132	10844	90539	91113
wiki-4133	10379	90869	91391
wiki-4134	10837	91554	92112
wiki-4135	10885	90574	91156
wiki-4136	11076	89583	90197
wiki-4137	10482	90068	90572
wiki-4138	11198	91723	92255
wiki-4139	11344	92982	93552
wiki-414	10162	93240	93368
wiki-4140	10627	91871	92429
wiki-4141	10818	90946	91542
wiki-4142	10636	91583	92067
wiki-4143	10468	89476	90082
wiki-4144	11149	92328	92826
wiki-4145	11105	90995	91701
wiki-4146	10325	90411	91035
wiki-4147	10899	89766	90378
wiki-4148	10341	89995	90551
wiki-4149	10511	91661	92251
wiki-415	9259	89826	90114
wiki-4150	10426	91253	91859
wiki-4151	11515	92869	93453
wiki-4152	10680	88651	89291
wiki-4153	11023	91248	91810
wiki-4154	10974	90296	90866
wiki-4155	10556	85763	86363
wiki-4156	10931	89892	90538
wiki-4157	10600	89805	90511
wiki-4158	10643	88450	89170
wiki-4159	10403	90567	91255
wiki-416	10516	90980	91220
